"timestamp","checkedIMEI","key"
"2012-5-04 09:32:08",354890048621581,97001
"2012-5-17 11:17:08",352314030123417,97002
"2012-5-17 11:17:08",356521045267551,97003
"2012-5-04 10:55:23",359651048476599,98001
"2012-5-07 16:29:26",358517049799852,99001
"2012-5-10 14:15:40",12755009051272,100001
"2012-5-11 15:52:09",546456456456456,100002
"2012-5-17 11:17:08",352314030123416,100003
"2012-5-18 15:05:32",12468000699244,100004
"2012-5-15 15:49:15",132132131321321,101001
"2012-5-15 15:49:15",557777777776868,102001
"2012-5-17 15:30:18",12468000699214,102002
"2012-5-21 15:50:58",12843000363571,102003
"2012-5-23 22:26:17",357748030151859,102004
"2012-5-15 23:49:59",356299040466631,103001
"2012-5-16 17:46:34",121212121212121,104001
"2012-5-17 15:30:18",12468000699214,104002
"2012-5-17 10:01:47",352012050433225,104003
"2012-5-23 22:26:17",357748030151859,104004
"2012-5-17 11:17:08",352314030123417,105002
"2012-5-17 15:41:04",12468000699214,105003
"2012-5-15 19:32:18",352314030123417,106001
"2012-5-15 19:32:18",352314030123417,107001
"2012-5-17 11:17:08",910023401307534,107002
"2012-5-17 11:17:08",356521045267551,108001
"2012-5-17 15:41:04",12468000699214,108003
"2012-5-19 17:41:14",352314030123417,108005
"2012-5-18 14:48:27",12468000699214,109001
"2012-5-19 17:41:14",352314030123417,110001
"2012-5-21 15:19:01",357748030151859,110002
"2012-5-21 21:07:02",359548040080868,110003
"2012-5-22 15:00:01",359289047906322,110004
"2012-5-21 21:08:21",359548040080868,111001
"2012-5-23 21:54:29",357748030151859,112001
"2012-5-23 22:32:00",357748030151859,113001
"2012-5-23 22:39:13",357748030151859,114001
"2012-5-24 07:58:39",357748030151859,115001
"2012-6-05 18:11:37",123123123123123,116001
"2012-6-11 12:30:58",354182040265470,116002
"2012-6-06 12:53:53",787877777777777,117001
"2012-6-07 01:12:26",354692049690270,118001
"2012-6-07 01:12:26",354692049690270,119001
"2012-6-07 01:12:26",354692049690270,119002
"2012-6-09 11:45:01",198523667854120,119003
"2012-6-10 11:51:20",358646045802863,119004
"2012-6-07 01:12:26",354692049690270,120001
"2012-6-07 16:52:34",357011045256845,120002
"2012-6-15 11:01:54",355299033477638,121001
"2012-6-18 16:45:24",13050004015996,123001
"2012-6-19 19:39:56",358701048898655,124001
"2012-6-23 20:21:15",234568765432567,125001
"2012-6-29 11:42:07",910023400991536,126001
"2012-6-30 10:41:29",354650036592644,127001
"2012-6-30 10:41:29",355066044684936,128001
"2012-7-02 23:42:24",355384042160514,129001
"2012-7-03 10:03:01",352954043560277,130001
"2012-7-09 09:40:41",359188048305833,130002
"2012-7-03 10:03:01",352954043610775,131001
"2012-7-04 12:31:59",357397042148832,132001
"2012-7-09 09:40:41",359188048305833,134001
"2012-7-09 09:40:41",359188048305833,135001
"2012-7-09 09:40:41",222222222222222,136001
"2012-7-13 14:14:05",12426003043000,138001
"2012-7-14 00:40:37",12847006869609,139001
"2012-7-16 11:20:25",12426003043000,140001
"2012-7-16 12:19:04",12761004591809,141001
"2012-7-17 20:08:39",359365003158072,142001
"2012-7-19 02:35:07",357197045155721,143001
"2012-8-17 14:13:45",12026003301919,143002
"2012-7-19 19:50:20",356299041621341,144001
"2012-8-03 11:19:40",356361041387073,145002
"2012-7-21 21:04:32",356572006455669,146001
"2012-7-23 18:16:52",359462041928598,147001
"2012-8-16 15:15:19",444444444444444,147002
"2012-7-27 14:22:01",359616042136630,148001
"2012-8-07 14:19:38",356298044724680,148002
"2012-8-21 10:08:17",980046001089819,148003
"2012-8-21 11:03:53",353490047781675,148004
"2012-7-31 13:53:52",358697040046055,149001
"2012-8-14 08:42:23",12026003301919,150001
"2012-8-17 14:13:45",12026003301919,151001
"2012-8-18 19:57:58",359486028604567,152001
"2012-8-18 19:59:30",351937047482326,152002
"2012-8-18 19:59:30",351937047482326,153001
"2012-8-18 19:59:30",351937047482326,154001
"2012-8-18 20:05:41",359486028604567,155001
"2012-8-22 10:05:08",357805040286123,156001
"2012-8-24 10:18:02",358375040151981,157001
"2012-8-26 06:16:24",352700050649861,157002
"2012-8-27 11:21:31",12429000829363,158002
"2012-8-26 16:56:18",357805040286123,160001
"2012-8-30 15:21:14",356264041963044,161001
"2012-8-31 11:34:23",12429004181852,162001
"2012-9-03 13:47:30",357805040286123,163001
"2012-9-16 01:55:10",359691040404405,164002
"2012-9-04 18:35:10",358641047763247,165001
"2012-9-16 01:55:10",359691040404405,165002
"2012-9-06 14:52:17",353781048263055,166001
"2012-9-14 09:42:06",359276043216541,166002
"2012-9-08 22:43:39",353486041376397,167001
"2012-9-11 13:49:25",358091041382646,168001
"2012-9-14 09:42:06",351969053169513,169001
"2012-9-16 01:55:10",359691040404405,169002
"2012-9-14 15:00:59",543543546456576,170001
"2012-9-23 12:49:57",358363006732426,171001
"2012-9-25 19:02:07",13036005864334,173001
"2012-9-28 09:55:10",359319023329031,174001
"2012-9-28 23:10:44",13036005864334,175001
"2012-9-28 23:10:44",12214000161920,176001
"2012-10-0100:39:39",13036005864334,177001
"2012-10-1111:58:28",894410003005689,177002
"2012-10-0101:44:24",356298044466167,178001
"2012-10-0413:11:48",357331045545876,180001
"2012-10-0612:43:01",356862041337042,181001
"2012-10-1302:08:13",12847007958705,182001
"2012-10-1720:56:41",310002065799661,184001
"2012-10-1904:18:24",359090042230530,185001
"2012-10-2019:02:51",352069052130076,187001
"2012-10-2520:39:17",353043058798011,188001
"2012-11-0117:58:29",351883051120016,188002
"2012-11-0413:52:20",356107044955675,188003
"2012-11-0716:54:18",352493052547693,188004
"2012-11-0118:36:50",351883051120016,189002
"2012-10-3107:05:25",358209040467891,190002
"2012-11-0123:15:42",351883051120016,190003
"2012-11-0213:47:09",351883051120016,190004
"2012-10-3020:45:18",358209040467891,191001
"2012-11-0107:16:44",358005036434527,191002
"2012-11-0123:13:17",351883051120016,191003
"2012-11-2822:52:54",13036005864334,191004
"2012-10-3122:31:28",358209040467891,192001
"2012-11-0123:15:42",351883051120016,192002
"2012-11-1101:40:13",351883051120016,192003
"2012-11-1912:07:05",344444444444444,192004
"2012-11-0117:22:24",351883051120016,193001
"2012-11-0203:39:58",351883051120016,193002
"2012-11-0117:53:20",351883051120016,195001
"2012-11-0117:58:29",351883051120016,196001
"2012-11-0513:34:47",351883051120016,196002
"2012-11-0203:34:19",351883051120016,197001
"2012-11-0217:01:28",351883051120016,198001
"2012-11-0219:03:30",351883051120016,199001
"2012-11-0213:43:48",358209040467891,199002
"2012-11-1912:07:05",333333333333333,199003
"2012-11-0521:43:18",351883051120016,200001
"2012-11-0817:15:02",351502045331774,200002
"2012-11-1101:40:13",351883051120016,201001
"2012-11-1209:22:58",358209040467891,202001
"2012-11-1222:11:34",352983043734228,203001
"2012-11-1912:07:05",344444444444444,204001
"2012-11-2711:26:45",351883051120016,204002
"2012-11-2711:26:45",354890041255932,205001
"2012-11-2711:26:45",358209040467891,206001
"2012-12-0115:39:03",353397045649640,206002
"2012-11-2711:26:45",353648043066322,207001
"2012-11-2822:52:54",13036005864334,208001
"2012-12-0215:11:34",353537050445349,208002
"2012-12-1622:02:59",911223900202587,209001
"2013-1-14 13:06:48",354905050155565,209003
"2012-12-1714:05:21",353718055376651,210001
"2012-12-3118:55:26",354666055815351,210002
"2013-1-16 16:51:50",354321046956290,210004
"2013-1-17 01:02:45",354850048431241,210005
"2012-12-1901:53:09",359223015426526,211001
"2012-12-1915:11:56",351883051120016,211002
"2012-12-2000:33:01",353487048247276,211003
"2013-1-01 11:57:46",353091055139713,211004
"2013-1-04 05:24:56",351746050869299,211006
"2013-1-11 16:16:56",678267362178631,211007
"2012-12-1901:53:09",352429054624957,212001
"2012-12-1915:09:21",351883051120016,213001
"2013-1-03 02:29:26",359598040118416,213002
"2013-1-05 13:09:33",353423041625598,213003
"2013-1-11 16:16:56",678267362178631,213004
"2012-12-1915:09:21",351883051120016,214001
"2012-12-2916:11:04",353328052693668,214002
"2013-1-01 10:59:15",353091055139713,214003
"2013-1-05 13:09:33",358252043787931,214006
"2013-1-11 16:16:56",678267362178631,214007
"2012-12-2911:37:21",358508046568697,215001
"2013-1-08 09:01:24",353091055139713,215003
"2013-1-22 10:26:28",354321046956290,215007
"2012-12-2916:11:04",355295041637783,216001
"2012-12-2916:11:04",353328052693668,217001
"2013-1-01 10:27:38",353091055139713,217002
"2013-1-07 17:50:30",354908048258137,217003
"2013-1-11 16:16:56",678267362178631,217004
"2013-1-14 13:07:43",354905050155565,217005
"2012-12-3118:55:26",354666055815351,218001
"2013-1-14 13:06:48",354905050155565,219006
"2013-1-11 16:16:56",678267362178631,223001
"2013-1-11 16:23:51",354949041988593,223002
"2013-1-11 16:16:56",678267362178631,224001
"2013-1-9  2:05:55 ",353024055782935,226001
"2013-1-26 15:40:00",354583040102326,228002
"2013-1-29 13:26:52",351909040143866,228003
"2013-1-30 13:22:27",9090999999999,228004
"2013-1-22 10:26:28",111111111111111,229001
"2013-1-29 13:37:54",351909040143866,229002
"2013-1-30 15:21:31",111111111111111,229005
"2013-1-22 10:43:54",358281039126903,230001
"2013-1-25 19:52:27",12918001798072,230002
"2013-1-29 15:58:27",10101000000000,230003
"2013-1-30 12:08:33",111111116788989,230004
"2013-1-22 10:43:54",358281039126903,231001
"2013-1-26 18:43:31",356064049918903,231002
"2013-1-26 14:53:44",354583040102326,231003
"2013-1-29 15:58:27",10101010000000,231004
"2013-1-30 15:21:31",111111111111777,231005
"2013-2-04 21:51:12",357160048877659,231023
"2013-1-30 09:30:29",12468000699214,232002
"2013-1-30 09:57:29",111111111111111,232003
"2013-1-30 09:57:29",231231231231231,232004
"2013-1-30 15:18:46",11111111111110,232005
"2013-1-26 14:06:36",353720053102139,233001
"2013-1-26 14:15:27",353720053102139,234001
"2013-1-26 14:16:22",353720053102139,234002
"2013-1-29 15:58:27",10101011111111,234003
"2013-1-29 13:26:52",353632010334590,235001
"2013-1-29 13:26:52",351909040143866,236001
"2013-1-30 09:30:29",12468000699214,236002
"2013-1-30 12:08:33",111111111111111,237001
"2013-2-05 09:15:33",357160048877659,254001
"2013-2-05 23:25:57",357160048877659,254002
"2013-2-10 14:16:18",353091055139713,254003
"2013-2-11 11:23:33",111111111111111,254004
"2013-2-11 15:34:10",11111111111144,254005
"2013-2-12 16:55:07",359462042666205,254008
"2013-2-17 16:19:30",352479043722628,254010
"2013-2-05 23:36:28",357160048877659,255002
"2013-2-11 10:18:24",111111111111111,255003
"2013-2-11 11:29:05",111111111111111,255004
"2013-2-18 01:42:49",13348003564521,255006
"2013-2-05 19:53:36",355340040073720,256001
"2013-2-05 19:53:36",12468000699244,256002
"2013-2-11 10:17:57",111111111111111,256003
"2013-2-11 11:51:43",111111111111888,256004
"2013-2-11 13:51:31",111111111111111,256005
"2013-2-12 11:38:28",111111111111111000,256006
"2013-2-14 11:32:34",111111111111111000,256007
"2013-2-18 01:09:21",358835046282213,256009
"2013-2-18 20:48:00",256691456607693000,256010
"2013-2-05 19:53:36",355340040073729,257001
"2013-2-10 14:16:18",353091055139713,257002
"2013-2-11 15:16:08",355299033477638,257003
"2013-2-12 00:30:54",354850048431241,257004
"2013-2-12 11:48:18",357160048877659,257005
"2013-2-05 19:53:36",355340040073729,258001
"2013-2-11 15:39:26",212121212121212000,258002
"2013-2-12 15:09:19",111111111111111000,258004
"2013-2-05 19:53:36",12468000699244,259001
"2013-2-05 19:53:36",12468000699244,259002
"2013-2-06 20:32:17",111111111111111,259003
"2013-2-07 12:21:47",567888888888888,259004
"2013-2-12 11:48:18",357160048877679,259006
"2013-2-16 11:28:44",354850048431241,259008
"2013-2-05 19:53:36",12468000699244,260001
"2013-2-07 22:50:32",358461041716921,260002
"2013-2-11 10:16:57",122122323233323,260003
"2013-2-11 11:51:43",111111111111888,260004
"2013-2-05 19:53:36",12468000699244,261001
"2013-2-05 19:58:28",12468000699244,261002
"2013-2-06 11:13:15",111111111111111,261003
"2013-2-07 12:12:32",111111111111111,261004
"2013-2-05 20:01:46",12468000699214,262001
"2013-2-10 14:16:18",353091055139713,262003
"2013-2-14 12:32:51",35151505552051,262005
"2013-2-17 16:19:30",352479043722628,262006
"2013-2-05 21:43:35",357160048877659,264001
"2013-2-06 13:33:02",990000210805254,264002
"2013-2-10 14:19:05",353091055139713,264003
"2013-2-11 11:24:04",111111111111111,264004
"2013-2-11 15:16:08",111111111111111000,264005
"2013-2-12 15:09:19",111111111111111000,264007
"2013-2-12 15:52:29",121212212212122000,264008
"2013-2-12 15:52:29",354691040897611,264009
"2013-2-18 01:09:21",44669797987437,264011
"2013-2-08 22:53:40",359259046515366,265002
"2013-2-15 15:09:11",354850048431242,265003
"2013-2-15 23:33:53",354850048431241,265004
"2013-2-06 20:32:17",111111111111111,266001
"2013-2-07 12:11:46",111111111111111,266002
"2013-2-09 22:43:27",13181004793181,266003
"2013-2-12 15:09:35",111111111111111000,266004
"2013-2-06 20:32:17",354949041988593,267001
"2013-2-06 20:35:15",354949041900000,267002
"2013-2-10 14:16:18",353091055139713,267003
"2013-2-11 11:51:43",111111111111888,267004
"2013-2-11 15:38:46",121212121212121000,267006
"2013-2-12 11:38:28",354949041988593,267008
"2013-2-12 11:47:15",11111111111111,267009
"2013-2-12 11:47:15",111111111111111,267010
"2013-2-14 11:35:38",111111111111111000,267013
"2013-2-14 11:35:38",0,267014
"2013-2-14 12:32:51",35151505552051,267015
"2013-2-14 20:46:40",35151505552051,267016
"2013-2-06 20:35:15",354949041988593,268001
"2013-2-10 14:16:18",353091055139713,268002
"2013-2-11 11:51:43",111111111111111,268003
"2013-2-11 15:36:54",222222222222222000,268004
"2013-2-15 15:09:11",354850048431241,268006
"2013-2-06 13:33:02",990002108052540,269001
"2013-2-08 22:53:40",359259046515366,269002
"2013-2-10 14:18:37",353091055139713,269003
"2013-2-11 15:16:08",111111111111111000,269004
"2013-2-12 11:47:15",111111111111111000,269005
"2013-2-11 10:19:03",111111111111111,270001
"2013-2-11 15:36:16",1111223334445460,270003
"2013-2-12 11:48:18",354691040897611,270005
"2013-2-14 11:58:24",35151505552051,270007
"2013-2-15 13:50:45",354850048431241,271001
"2013-2-15 13:55:13",354850048431241,272001
"2013-2-22 19:23:20",268435458912535000,273001
"2013-2-26 14:52:48",268435458912535000,273002
"2013-2-28 14:01:39",352274057347796,273004
"2013-2-22 19:26:59",268435458912535000,274001
"2013-2-28 14:01:39",352274057347793,274002
"2013-2-28 20:14:43",355884054958242,274003
"2013-2-27 22:04:58",352274057347796,275003
"2013-2-27 05:52:14",269843545890478000,276002
"2013-2-27 13:44:56",353092053735817,280002
"2013-2-27 13:44:56",353092056912355,280003
"2013-2-27 19:49:40",358427034461031,282002
"2013-2-27 19:49:40",358427034461031,282004
"2013-2-28 20:14:43",355884054958242,282006
"2013-2-27 22:04:58",352274057347793,283001
"2013-2-27 12:44:46",268435458912535000,283002
"2013-2-27 22:35:35",352274057347796,285001
"2013-2-28 21:55:02",354005106820506,287001
"2013-3-04 14:07:12",356047036769702,287002
"2013-3-01 15:44:47",356453044240910,288001
"2013-3-03 22:18:39",355797048617387,289001
"2013-3-05 00:01:39",354850048431241,290001
"2013-3-05 00:02:39",354850048431241,291001
"2013-3-05 12:10:13",358316045722749,292001
"2013-3-05 12:41:45",358316045722749,294001
"2013-3-05 12:58:00",358316045722749,294002
"2013-3-05 12:41:45",358316045722749,295001
"2012-9-02 10:19:38",,911153851132360
"2013-3-05 12:45:46",358316045722749,296001
"2013-3-05 12:46:19",358316045722749,297001
"2013-3-05 12:46:19",358316045722749,298001
"2013-3-05 12:58:00",358316045722749,298002
"2013-3-05 13:00:21",358316045722749,300001
"2012-9-02 10:19:38",,911153851132360
"2013-3-05 13:47:20",359289041583234,302001
"2013-3-05 18:40:27",358316045722749,303001
"2013-3-05 18:41:20",358316045722749,304001
"2013-3-05 18:42:00",358316045722749,305001
"2013-3-05 11:46:20",353317050653782,306001
"2013-3-07 00:38:57",268435458912535000,307001
"2013-3-07 00:38:57",268435458912535000,308001
"2013-3-07 19:09:19",911239253686648,309001
"2013-3-07 19:22:11",911239253686648,311001
"2013-3-08 14:56:56",355797048617387,313001
"2013-3-08 19:28:29",12422005453917,314001
"2013-3-10 00:56:03",911239253686648,315001
"2013-3-16 23:37:39",13554003011898,317001
"2013-3-23 12:28:58",911239253686648,319001
"2013-3-27 17:54:06",354690050021856,319002
"2013-3-23 11:09:42",351663058480823,320001
"2013-3-25 07:08:50",352034051337601,321001
"2013-3-27 17:54:06",354690050083856,321002
"2013-3-25 01:20:20",268435460208168000,322001
"2013-3-25 16:07:31",353824056033729,323001
"2013-3-27 17:39:31",26843546020335900,324001
"2013-3-27 17:54:06",354690050083856,325001
"2013-3-27 17:54:06",354690050083856,326001
"2013-3-30 21:53:24",35588605023048400,327001
"2013-4-01 22:32:24",990002003885736,327002
"2013-4-02 21:16:08",351685054530616,328003
"2013-4-01 16:59:25",351722056011749,329001
"2013-4-01 22:32:24",990002003885736,330001
"2013-4-01 22:32:24",990002003885736,331001
"2013-4-02 16:34:29",91211901114596,332001
"2013-4-03 13:08:38",355376047503318,333001
"2013-4-03 13:23:40",355376047503318,334001
"2013-4-03 13:24:38",355376047503318,334002
"2013-4-04 14:21:25",352306052315756,335001
"2013-4-04 14:21:25",352306052315756,336001
"2013-4-04 14:21:25",352306052315756,337001
"2013-4-07 17:21:04",358927046487452,338001
"2013-4-08 09:50:04",353262059665728,339001
"2013-4-08 09:50:04",353262059665728,340001
"2013-4-08 18:35:10",353526050171906,342001
"2013-4-08 17:53:01",99000207571178,343001
"2013-4-17 16:23:49",351822058885544,343002
"2013-4-20 09:26:51",351822058885544,343003
"2013-4-22 13:11:06",356330047408316,343004
"2013-4-08 23:19:37",99000189418062,344001
"2013-4-11 13:02:58",355376047503318,344002
"2013-4-10 23:12:58",990000287373080,345001
"2013-4-13 22:48:53",355837050072251,346001
"2013-4-15 15:27:47",351822058885544,348001
"2013-4-15 15:40:16",351822058885544,348002
"2013-4-15 15:26:56",354335053297679,350001
"2013-4-16 15:40:42",351822058885544,350002
"2013-4-16 14:07:37",35433553297679,350003
"2013-4-15 15:26:56",354335053297679,351001
"2013-4-16 13:00:25",351822058885544,353001
"2013-4-16 14:08:07",351822058885544,354001
"2013-4-16 15:41:13",351822058885544,355001
"2013-4-16 15:41:42",351822058885544,356001
"2013-4-16 14:07:37",354335053297679,356002
"2013-4-17 11:51:08",351822058885544,357001
"2013-4-17 09:34:56",356556012248150,358001
"2013-4-18 11:17:44",351822058885544,359001
"2013-4-18 12:38:58",351822058885544,360001
"2013-4-19 02:49:00",352266055847843,361001
"2013-4-18 23:57:31",13269004310955,362001
"2013-4-19 11:08:57",351822058885544,363001
"2013-4-19 17:05:42",351822058885544,364001
"2013-4-19 18:36:44",353627052923508,365001
"2013-4-22 22:00:36",351822058885544,366001
"2013-4-23 17:03:07",356875021655977,367001
"2013-4-28 14:36:26",356150050619298,367002
"2013-4-23 17:03:07",355210056760289,368001
"2013-4-24 08:55:48",351822058885544,369001
"2013-4-26 09:20:57",351822058885544,370001
"2013-4-28 14:27:45",356150050619298,371001
"2013-4-28 17:00:43",356150050619298,373001
"2013-4-30 13:35:12",359575048909764,374001
"2013-5-05 14:30:15",354314058969335,375001
"2013-5-05 18:20:56",352710044272274,376001
"2013-5-05 18:20:56",352710044272274,377001
"2013-5-05 18:20:56",352710044272274,380001
"2013-5-05 18:46:10",352710044272274,381001
"2013-5-06 09:38:40",351822058885544,382001
"2013-5-09 16:00:52",12649007846926,384001
"2013-5-13 21:28:36",357925048759135,385001
"2013-5-14 20:07:38",357925048759135,387001
"2013-5-14 20:45:09",357925048759135,388001
"2013-5-14 20:07:38",357925048759135,389001
"2013-5-15 17:46:27",13428008712810,390001
"2013-5-17 14:35:33",355888052095527,391001
"2013-5-17 18:44:36",352710044272274,392001
"2013-5-17 14:27:04",990000930879910,393001
"2013-5-17 14:27:04",990000930879910,394001
"2013-5-18 18:27:40",3572380379948920,395001
"2013-5-19 16:15:02",13063006714607,396001
"2013-5-19 22:55:52",355891050717365,398001
"2013-5-19 15:40:32",359196048187226,399001
"2013-5-21 14:26:17",99000060288254,401001
"2013-5-23 22:41:27",13414000343762,403001
"2013-5-28 09:12:13",353423049069609,404002
"2013-5-28 09:12:13",353423049069609,406001
"2013-5-29 18:18:22",359858045964770,408001
"2013-6-01 20:33:16",358344040465957,409001
"2013-6-02 16:34:38",911223100134747,410001
"2013-6-02 16:34:38",911223100134747,411001
"2013-6-05 13:39:48",990002131415695,412001
"2013-6-06 10:21:30",354386051283057,413001
"2013-6-06 10:21:30",354386051283057,414001
"2013-6-07 19:08:35",351816058196704,415001
"2013-6-08 00:21:21",990001149328015,416001
"2013-6-08 00:21:21",990001149328015,417001
"2013-6-08 16:01:34",13061005844615,419001
"2013-6-12 22:47:58",356315050455965,420001
"2013-6-12 22:47:58",356315050455965,421001
"2013-6-13 00:14:27",354905058096845,422001
"2013-6-14 16:43:47",355797042355646,423001
"2013-6-16 07:17:06",12744002616786,423002
"2013-6-18 18:31:49",352985054681117,425002
"2013-6-18 18:31:49",352985054681107,426001
